station,date,tmax_c,tmin_c
Kew Gardens,2019-03-08,10.5,1.1
Kew Gardens,2019-03-09,14.0,7.0
Kew Gardens,2019-03-10,11.0,1.6
Kew Gardens,2019-03-11,11.2,2.2
Kew Gardens,2019-03-12,9.6,4.0
Kew Gardens,2019-03-13,11.5,4.7
Kew Gardens,2019-03-14,15.3,7.0
Kew Gardens,2019-03-15,14.8,9.2
Kew Gardens,2019-03-16,12.1,9.4
Kew Gardens,2019-03-17,10.5,3.8
Kew Gardens,2019-03-18,11.9,3.0
Kew Gardens,2019-03-19,13.2,3.4
Kew Gardens,2019-03-20,13.1,8.9
Kew Gardens,2019-03-21,14.2,9.2
Kew Gardens,2019-03-22,11.6,8.5
Kew Gardens,2019-03-23,13.5,6.2
Kew Gardens,2019-03-24,14.9,1.6
Kew Gardens,2019-03-25,12.9,5.6
Kew Gardens,2019-03-26,13.9,-0.3
Kew Gardens,2019-03-27,13.5,3.2
Kew Gardens,2019-03-28,16.3,6.4
Kew Gardens,2019-03-29,18.0,0.9
Kew Gardens,2019-03-30,19.8,3.2
Kew Gardens,2019-03-31,14.1,6.8
Kew Gardens,2019-04-01,14.6,4.2
Kew Gardens,2019-04-02,10.1,1.4
Kew Gardens,2019-04-03,10.6,-1.1
Kew Gardens,2019-04-04,9.7,-0.6
Kew Gardens,2019-04-05,15.2,5.5
Kew Gardens,2019-04-06,11.3,6.5
Kew Gardens,2019-04-07,12.0,6.7
Kew Gardens,2019-04-08,12.7,7.6
Kew Gardens,2019-04-09,11.8,7.9
Kew Gardens,2019-04-10,12.7,5.0
Kew Gardens,2019-04-11,12.0,2.2
Kew Gardens,2019-04-12,10.8,-0.4
Kew Gardens,2019-04-13,9.8,0.7
Kew Gardens,2019-04-14,11.7,-1.0
Kew Gardens,2019-04-15,15.1,3.8
Kew Gardens,2019-04-16,17.5,4.6
Kew Gardens,2019-04-17,19.4,4.5
Kew Gardens,2019-04-18,21.6,7.4
Kew Gardens,2019-04-19,23.7,5.7
Kew Gardens,2019-04-20,24.7,5.8
Kew Gardens,2019-04-21,23.7,4.1
Kew Gardens,2019-04-22,24.5,5.7
Kew Gardens,2019-04-23,21.2,10.2
Kew Gardens,2019-04-24,18.8,9.2
Kew Gardens,2019-04-25,16.9,7.9
Kew Gardens,2019-04-26,16.7,4.0
Kew Gardens,2019-04-27,12.9,7.5
Kew Gardens,2019-04-28,14.1,7.6
Kew Gardens,2019-04-29,15.9,2.9
Kew Gardens,2019-04-30,18.3,3.9
Kew Gardens,2019-05-01,18.1,4.9
Kew Gardens,2019-05-02,16.8,7.8
Kew Gardens,2019-05-03,15.1,5.3
Kew Gardens,2019-05-04,11.6,5.3
Kew Gardens,2019-05-05,13.0,2.7
Kew Gardens,2019-05-06,13.0,5.2
Kew Gardens,2019-05-07,16.1,4.4
Kew Gardens,2019-05-08,15.3,8.5
Kew Gardens,2019-05-09,15.1,4.0
Kew Gardens,2019-05-10,16.7,4.0
Kew Gardens,2019-05-11,15.8,6.5
Kew Gardens,2019-05-12,17.7,2.8
Kew Gardens,2019-05-13,17.8,2.5
Kew Gardens,2019-05-14,18.5,5.1
Kew Gardens,2019-05-15,19.9,6.5
Kew Gardens,2019-05-16,18.8,7.8
Kew Gardens,2019-05-17,14.7,9.0
Kew Gardens,2019-05-18,19.1,7.6
Kew Gardens,2019-05-19,17.8,6.3
Kew Gardens,2019-05-20,19.8,10.8
Kew Gardens,2019-05-21,20.7,6.4
Kew Gardens,2019-05-22,21.6,7.5
Kew Gardens,2019-05-23,24.2,6.5
Kew Gardens,2019-05-24,22.6,7.7
Kew Gardens,2019-05-25,23.6,13.0
Kew Gardens,2019-05-26,20.3,14.1
Kew Gardens,2019-05-27,19.4,6.8
Kew Gardens,2019-05-28,17.5,8.9
Kew Gardens,2019-05-29,15.7,7.4
Kew Gardens,2019-05-30,24.2,14.5
Kew Gardens,2019-05-31,20.6,13.6
Kew Gardens,2019-06-01,26.7,8.7
Kew Gardens,2019-06-02,26.2,13.1
Kew Gardens,2019-06-03,20.9,10.0
Kew Gardens,2019-06-04,17.6,8.4
Kew Gardens,2019-06-05,18.8,11.2
Kew Gardens,2019-06-06,19.9,6.9
Kew Gardens,2019-06-07,19.1,9.1
Kew Gardens,2019-06-08,19.2,10.9
Kew Gardens,2019-06-09,19.5,6.6
Kew Gardens,2019-06-10,14.1,9.6
Kew Gardens,2019-06-11,18.3,11.0
Kew Gardens,2019-06-12,16.1,11.3
Kew Gardens,2019-06-13,14.5,11.3
Kew Gardens,2019-06-14,19.7,12.3
Kew Gardens,2019-06-15,20.1,9.7
Kew Gardens,2019-06-16,20.5,7.7
Kew Gardens,2019-06-17,22.5,10.5
Kew Gardens,2019-06-18,19.4,10.1
Kew Gardens,2019-06-19,19.7,13.8
Kew Gardens,2019-06-20,20.3,12.8
Kew Gardens,2019-06-21,21.5,8.1
Kew Gardens,2019-06-22,22.9,8.4
Kew Gardens,2019-06-23,24.3,11.6
Kew Gardens,2019-06-24,24.8,15.3
Kew Gardens,2019-06-25,23.5,17.3
Kew Gardens,2019-06-26,21.6,15.4
Kew Gardens,2019-06-27,23.5,13.0
Kew Gardens,2019-06-28,23.0,13.7
Kew Gardens,2019-06-29,33.5,13.2
Kew Gardens,2019-06-30,25.3,15.1
Kew Gardens,2019-07-01,24.5,18.5
Kew Gardens,2019-07-02,22.5,17.4
Kew Gardens,2019-07-03,23.2,11.0
Kew Gardens,2019-07-04,26.8,9.7
Kew Gardens,2019-07-05,26.8,13.7
Kew Gardens,2019-07-06,24.1,11.9
Kew Gardens,2019-07-07,22.3,14.2
Kew Gardens,2019-07-08,24.5,12.4
Kew Gardens,2019-07-09,24.5,14.8
Kew Gardens,2019-07-10,26.5,15.4
Kew Gardens,2019-07-11,26.7,15.6
Kew Gardens,2019-07-12,26.1,17.4
Kew Gardens,2019-07-13,24.5,14.8
Kew Gardens,2019-07-14,23.3,12.3
Kew Gardens,2019-07-15,22.5,11.5
Kew Gardens,2019-07-16,27.2,9.5
Kew Gardens,2019-07-17,25.8,11.6
Kew Gardens,2019-07-18,24.0,14.7
Kew Gardens,2019-07-19,18.9,10.4
Kew Gardens,2019-07-20,25.6,15.9
Kew Gardens,2019-07-21,23.7,11.5
Kew Gardens,2019-07-22,27.2,15.9
Kew Gardens,2019-07-23,33.2,14.5
Kew Gardens,2019-07-24,32.6,19.1
Kew Gardens,2019-07-25,37.9,17.3
Kew Gardens,2019-07-26,27.1,18.8
Kew Gardens,2019-07-27,21.0,15.7
Kew Gardens,2019-07-28,23.9,15.7
Kew Gardens,2019-07-29,25.5,11.5
Kew Gardens,2019-07-30,21.6,15.2
Kew Gardens,2019-07-31,23.5,16.3
Kew Gardens,2019-08-01,25.6,14.2
Kew Gardens,2019-08-02,25.2,14.2
Kew Gardens,2019-08-03,24.7,13.8
Kew Gardens,2019-08-04,26.3,13.0
Kew Gardens,2019-08-05,25.5,15.5
Kew Gardens,2019-08-06,23.7,14.4
Kew Gardens,2019-08-07,22.7,13.7
Kew Gardens,2019-08-08,24.0,12.3
Kew Gardens,2019-08-09,25.1,17.6
Kew Gardens,2019-08-10,22.0,16.8
Kew Gardens,2019-08-11,22.6,14.7
Kew Gardens,2019-08-12,19.6,12.1
Kew Gardens,2019-08-13,22.4,8.6
Kew Gardens,2019-08-14,17.2,11.8
Kew Gardens,2019-08-15,22.6,14.6
Kew Gardens,2019-08-16,19.3,10.3
Kew Gardens,2019-08-17,18.2,14.8
Kew Gardens,2019-08-18,23.1,16.9
Kew Gardens,2019-08-19,23.6,
Kew Gardens,2019-08-20,21.7,12.3
Kew Gardens,2019-08-21,22.5,8.4
Kew Gardens,2019-08-22,23.6,10.4
Kew Gardens,2019-08-23,27.1,11.8
Kew Gardens,2019-08-24,29.6,11.6
Kew Gardens,2019-08-25,32.7,13.6
Kew Gardens,2019-08-26,25.9,13.9
Kew Gardens,2019-08-27,32.8,14.5
Kew Gardens,2019-08-28,25.1,17.2
Kew Gardens,2019-08-29,24.0,11.7
Kew Gardens,2019-08-30,24.3,12.1
Kew Gardens,2019-08-31,24.1,10.1
Kew Gardens,2019-09-01,20.9,10.7
Kew Gardens,2019-09-02,22.4,5.7
Kew Gardens,2019-09-03,22.1,14.1
Kew Gardens,2019-09-04,20.6,14.7
Kew Gardens,2019-09-05,18.6,10.0
Kew Gardens,2019-09-06,18.3,7.3
Kew Gardens,2019-09-07,18.4,10.0
Kew Gardens,2019-09-08,19.4,4.5
Kew Gardens,2019-09-09,16.0,9.2
Kew Gardens,2019-09-10,21.7,9.1
Kew Gardens,2019-09-11,21.3,12.8
Kew Gardens,2019-09-12,26.1,11.6
Kew Gardens,2019-09-13,21.8,13.3
Kew Gardens,2019-09-14,24.0,6.7
Kew Gardens,2019-09-15,26.7,7.4
Kew Gardens,2019-09-16,20.3,13.8
Kew Gardens,2019-09-17,19.7,8.9
Kew Gardens,2019-09-18,19.9,5.5
Kew Gardens,2019-09-19,21.8,6.3
Kew Gardens,2019-09-20,22.2,7.1
Kew Gardens,2019-09-21,26.3,10.5
Kew Gardens,2019-09-22,23.6,13.3
Kew Gardens,2019-09-23,20.9,11.6
Kew Gardens,2019-09-24,20.5,14.9
Kew Gardens,2019-09-25,21.4,14.5
Kew Gardens,2019-09-26,20.2,14.4
Kew Gardens,2019-09-27,18.3,12.4
Kew Gardens,2019-09-28,19.1,11.6
Kew Gardens,2019-09-29,19.4,13.7
Kew Gardens,2019-09-30,17.7,8.6
Kew Gardens,2019-10-01,20.8,11.4
Kew Gardens,2019-10-02,14.6,5.9
Kew Gardens,2019-10-03,14.6,2.5
Kew Gardens,2019-10-04,15.7,9.7
Kew Gardens,2019-10-05,15.9,9.9
Kew Gardens,2019-10-06,17.6,12.0
Kew Gardens,2019-10-07,16.1,9.1
Kew Gardens,2019-10-08,18.0,10.7
Kew Gardens,2019-10-09,16.2,9.8
Kew Gardens,2019-10-10,17.2,8.1
Kew Gardens,2019-10-11,17.2,12.9
Kew Gardens,2019-10-12,17.0,10.5
Kew Gardens,2019-10-13,17.2,9.0
Kew Gardens,2019-10-14,15.3,8.9
Kew Gardens,2019-10-15,17.4,10.2
Kew Gardens,2019-10-16,16.4,6.7
Kew Gardens,2019-10-17,15.6,6.6
Kew Gardens,2019-10-18,15.8,9.0
Kew Gardens,2019-10-19,15.5,6.1
Kew Gardens,2019-10-20,12.1,3.0
Kew Gardens,2019-10-21,13.0,10.4
Kew Gardens,2019-10-22,16.3,4.1
Kew Gardens,2019-10-23,15.3,2.6
Kew Gardens,2019-10-24,12.7,9.5
Kew Gardens,2019-10-25,16.9,7.6
Kew Gardens,2019-10-26,16.7,7.4
Kew Gardens,2019-10-27,12.8,2.6
Kew Gardens,2019-10-28,11.3,-0.6
Kew Gardens,2019-10-29,11.6,6.6
Kew Gardens,2019-10-30,13.2,7.6
Kew Gardens,2019-10-31,12.9,5.9
Kew Gardens,2019-11-01,15.8,6.3
Kew Gardens,2019-11-02,15.3,9.9
Kew Gardens,2019-11-03,12.2,3.8
Kew Gardens,2019-11-04,13.3,4.8
Kew Gardens,2019-11-05,13.1,4.6
Kew Gardens,2019-11-06,10.0,1.2
Kew Gardens,2019-11-07,11.4,2.2
Kew Gardens,2019-11-08,8.7,-0.8
Kew Gardens,2019-11-09,8.1,-0.7
Kew Gardens,2019-11-10,10.8,3.0
Kew Gardens,2019-11-11,9.8,3.4
Kew Gardens,2019-11-12,8.9,2.0
Kew Gardens,2019-11-13,10.5,1.5
Kew Gardens,2019-11-14,10.5,3.5
Kew Gardens,2019-11-15,9.1,3.5
Kew Gardens,2019-11-16,9.0,4.5
Kew Gardens,2019-11-17,9.8,0.4
Kew Gardens,2019-11-18,8.8,0.1
Kew Gardens,2019-11-19,6.2,-2.5
Kew Gardens,2019-11-20,8.0,1.2
Kew Gardens,2019-11-21,5.8,2.7
Kew Gardens,2019-11-22,9.7,5.7
Kew Gardens,2019-11-23,11.2,8.1
Kew Gardens,2019-11-24,11.5,4.9
Kew Gardens,2019-11-25,11.5,8.6
Kew Gardens,2019-11-26,13.5,9.4
Kew Gardens,2019-11-27,12.6,8.7
Kew Gardens,2019-11-28,10.2,7.9
Kew Gardens,2019-11-29,8.3,0.2
Kew Gardens,2019-11-30,7.4,-1.8
Kew Gardens,2019-12-01,8.0,2.6
Kew Gardens,2019-12-02,8.2,-2.8
Kew Gardens,2019-12-03,10.7,-0.8
Kew Gardens,2019-12-04,10.2,-1.6
Kew Gardens,2019-12-05,10.0,-2.1
Kew Gardens,2019-12-06,13.3,9.9
Kew Gardens,2019-12-07,11.2,5.7
Kew Gardens,2019-12-08,11.8,6.5
Kew Gardens,2019-12-09,10.0,-0.3
Kew Gardens,2019-12-10,11.7,-1.7
Kew Gardens,2019-12-11,9.5,0.6
Kew Gardens,2019-12-12,9.4,-1.3
Kew Gardens,2019-12-13,9.2,6.4
Kew Gardens,2019-12-14,8.9,3.7
Kew Gardens,2019-12-15,10.6,4.6
Kew Gardens,2019-12-16,8.7,5.3
Kew Gardens,2019-12-17,7.9,5.3
Kew Gardens,2019-12-18,9.8,-0.1
Kew Gardens,2019-12-19,13.5,9.6
Kew Gardens,2019-12-20,12.3,4.7
Kew Gardens,2019-12-21,10.6,2.9
Kew Gardens,2019-12-22,9.5,5.4
Kew Gardens,2019-12-23,11.2,3.6
Kew Gardens,2019-12-24,12.3,6.7
Kew Gardens,2019-12-25,10.0,-0.3
Kew Gardens,2019-12-26,10.1,-0.6
Kew Gardens,2019-12-27,9.7,4.0
Kew Gardens,2019-12-28,9.3,6.3
Kew Gardens,2019-12-29,10.0,2.1
Kew Gardens,2019-12-30,11.5,0.0
Kew Gardens,2019-12-31,9.3,5.1
Kew Gardens,2020-01-01,8.3,0.8
Kew Gardens,2020-01-02,10.5,6.1
Kew Gardens,2020-01-03,10.9,4.1
Kew Gardens,2020-01-04,9.5,2.7
Kew Gardens,2020-01-05,8.9,6.3
Kew Gardens,2020-01-06,8.6,6.3
Kew Gardens,2020-01-07,12.9,2.9
Kew Gardens,2020-01-08,12.9,8.9
Kew Gardens,2020-01-09,14.1,7.0
Kew Gardens,2020-01-10,9.5,2.0
Kew Gardens,2020-01-11,10.9,2.4
Kew Gardens,2020-01-12,12.1,5.4
Kew Gardens,2020-01-13,11.3,2.5
Kew Gardens,2020-01-14,13.1,6.8
Kew Gardens,2020-01-15,12.7,6.2
Kew Gardens,2020-01-16,12.4,4.3
Kew Gardens,2020-01-17,11.5,3.3
Kew Gardens,2020-01-18,8.0,-1.8
Kew Gardens,2020-01-19,7.8,-3.0
Kew Gardens,2020-01-20,9.2,-2.1
Kew Gardens,2020-01-21,8.8,-3.1
Kew Gardens,2020-01-22,7.8,-1.1
Kew Gardens,2020-01-23,8.2,7.1
Kew Gardens,2020-01-24,7.4,5.7
Kew Gardens,2020-01-25,6.6,5.2
Kew Gardens,2020-01-26,10.6,5.1
Kew Gardens,2020-01-27,9.7,3.8
Kew Gardens,2020-01-28,7.9,2.1
Kew Gardens,2020-01-29,10.0,0.9
Kew Gardens,2020-01-30,12.8,6.7
Kew Gardens,2020-01-31,12.4,8.5
Kew Gardens,2020-02-01,12.3,7.5
Kew Gardens,2020-02-02,13.6,6.3
Kew Gardens,2020-02-03,11.6,6.9
Kew Gardens,2020-02-04,9.5,4.5
Kew Gardens,2020-02-05,9.4,-0.1
Kew Gardens,2020-02-06,10.7,-2.0
Kew Gardens,2020-02-07,10.2,-1.0
Kew Gardens,2020-02-08,11.3,7.1
Kew Gardens,2020-02-09,13.2,7.7
Kew Gardens,2020-02-10,10.2,3.3
Kew Gardens,2020-02-11,8.7,3.6
Kew Gardens,2020-02-12,9.1,1.5
Kew Gardens,2020-02-13,10.0,5.1
Kew Gardens,2020-02-14,12.7,-0.3
Kew Gardens,2020-02-15,13.1,10.0
Kew Gardens,2020-02-16,13.2,6.8
Kew Gardens,2020-02-17,11.6,5.6
Kew Gardens,2020-02-18,10.8,4.1
Kew Gardens,2020-02-19,9.5,2.7
Kew Gardens,2020-02-20,10.2,4.2
Kew Gardens,2020-02-21,11.3,3.1
Kew Gardens,2020-02-22,13.9,9.4
Kew Gardens,2020-02-23,14.9,6.3
Kew Gardens,2020-02-24,12.2,5.9
Kew Gardens,2020-02-25,9.6,4.1
Kew Gardens,2020-02-26,8.9,1.5
Kew Gardens,2020-02-27,8.3,1.4
Kew Gardens,2020-02-28,11.7,-2.0
Kew Gardens,2020-02-29,11.4,4.4
Kew Gardens,2020-03-01,11.1,3.7
Kew Gardens,2020-03-02,10.1,2.5
Kew Gardens,2020-03-03,10.2,-0.6
Kew Gardens,2020-03-04,8.4,-1.1
Kew Gardens,2020-03-05,6.2,5.2
Kew Gardens,2020-03-06,10.4,0.7
Kew Gardens,2020-03-07,13.0,-1.2
Kew Gardens,2020-03-08,13.7,6.9
Kew Gardens,2020-03-09,11.5,3.7
Kew Gardens,2020-03-10,16.5,8.3
Kew Gardens,2020-03-11,15.3,8.7
Kew Gardens,2020-03-12,11.2,4.3
Kew Gardens,2020-03-13,12.3,5.9
Kew Gardens,2020-03-14,13.1,6.5
Kew Gardens,2020-03-15,12.7,6.3
Kew Gardens,2020-03-16,13.3,0.7
Kew Gardens,2020-03-17,13.9,2.7
Kew Gardens,2020-03-18,11.9,9.0
Kew Gardens,2020-03-19,14.9,6.0
Kew Gardens,2020-03-20,9.9,6.1
Kew Gardens,2020-03-21,11.0,4.2
Kew Gardens,2020-03-22,11.1,3.8
Kew Gardens,2020-03-23,13.6,1.9
Kew Gardens,2020-03-24,15.7,-1.5
Kew Gardens,2020-03-25,14.1,-1.7
Kew Gardens,2020-03-26,13.3,0.9
Kew Gardens,2020-03-27,13.6,2.2
Kew Gardens,2020-03-28,11.8,5.1
Kew Gardens,2020-03-29,7.8,3.7
Kew Gardens,2020-03-30,10.8,1.9
Kew Gardens,2020-03-31,10.8,3.0
Kew Gardens,2020-04-01,9.4,-2.5
Kew Gardens,2020-04-02,13.8,5.1
Kew Gardens,2020-04-03,13.6,4.9
Kew Gardens,2020-04-04,17.1,0.2
Kew Gardens,2020-04-05,21.5,4.9
Kew Gardens,2020-04-06,17.9,7.6
Kew Gardens,2020-04-07,19.9,1.9
Kew Gardens,2020-04-08,21.6,8.2
Kew Gardens,2020-04-09,22.7,6.7
Kew Gardens,2020-04-10,23.0,6.9
Kew Gardens,2020-04-11,25.1,6.4
Kew Gardens,2020-04-12,25.0,6.7
Kew Gardens,2020-04-13,17.3,6.0
Kew Gardens,2020-04-14,13.1,3.8
Kew Gardens,2020-04-15,18.5,0.1
Kew Gardens,2020-04-16,20.1,2.3
Kew Gardens,2020-04-17,14.6,9.3
Kew Gardens,2020-04-18,15.8,6.7
Kew Gardens,2020-04-19,18.2,5.2
Kew Gardens,2020-04-20,18.7,6.3
Kew Gardens,2020-04-21,18.2,9.1
Kew Gardens,2020-04-22,21.0,7.8
Kew Gardens,2020-04-23,23.8,7.5
Kew Gardens,2020-04-24,22.7,5.4
Kew Gardens,2020-04-25,16.6,6.9
Kew Gardens,2020-04-26,20.7,2.0
Kew Gardens,2020-04-27,18.9,4.2
Kew Gardens,2020-04-28,12.5,7.5
Kew Gardens,2020-04-29,14.5,7.4
Kew Gardens,2020-04-30,13.6,4.6
Kew Gardens,2020-05-01,15.4,6.4
Kew Gardens,2020-05-02,18.0,6.3
Kew Gardens,2020-05-03,15.4,6.0
Kew Gardens,2020-05-04,17.7,8.4
Kew Gardens,2020-05-05,15.3,8.3
Kew Gardens,2020-05-06,18.4,5.6
Kew Gardens,2020-05-07,23.2,4.5
Kew Gardens,2020-05-08,24.5,7.0
Kew Gardens,2020-05-09,24.4,7.1
Kew Gardens,2020-05-10,18.5,8.2
Kew Gardens,2020-05-11,12.4,5.0
Kew Gardens,2020-05-12,15.9,-0.2
Kew Gardens,2020-05-13,13.2,6.1
Kew Gardens,2020-05-14,14.5,3.0
Kew Gardens,2020-05-15,19.1,0.8
Kew Gardens,2020-05-16,17.5,4.4
Kew Gardens,2020-05-17,20.5,4.9
Kew Gardens,2020-05-18,23.3,10.0
Kew Gardens,2020-05-19,25.9,11.4
Kew Gardens,2020-05-20,27.5,10.1
Kew Gardens,2020-05-21,27.4,10.5
Kew Gardens,2020-05-22,22.3,14.6
Kew Gardens,2020-05-23,19.4,10.7
Kew Gardens,2020-05-24,23.0,10.5
Kew Gardens,2020-05-25,26.0,7.7
Kew Gardens,2020-05-26,26.9,8.7
Kew Gardens,2020-05-27,25.2,11.4
Kew Gardens,2020-05-28,21.9,11.2
Kew Gardens,2020-05-29,23.3,10.3
Kew Gardens,2020-05-30,25.1,10.2
Kew Gardens,2020-05-31,24.8,12.6
Kew Gardens,2020-06-01,26.3,11.6
Kew Gardens,2020-06-02,25.6,12.1
Kew Gardens,2020-06-03,19.3,10.6
Kew Gardens,2020-06-04,16.5,10.6
Kew Gardens,2020-06-05,17.3,10.5
Kew Gardens,2020-06-06,14.3,7.5
Kew Gardens,2020-06-07,19.5,6.1
Kew Gardens,2020-06-08,16.8,10.4
Kew Gardens,2020-06-09,20.3,7.8
Kew Gardens,2020-06-10,16.2,11.1
Kew Gardens,2020-06-11,20.6,10.7
Kew Gardens,2020-06-12,21.3,14.0
Kew Gardens,2020-06-13,25.3,11.9
Kew Gardens,2020-06-14,22.9,11.5
Kew Gardens,2020-06-15,25.4,9.9
Kew Gardens,2020-06-16,24.4,11.9
Kew Gardens,2020-06-17,23.8,10.9
Kew Gardens,2020-06-18,19.8,13.9
Kew Gardens,2020-06-19,20.1,12.6
Kew Gardens,2020-06-20,22.9,10.6
Kew Gardens,2020-06-21,23.1,13.1
Kew Gardens,2020-06-22,23.6,8.0
Kew Gardens,2020-06-23,28.6,10.4
Kew Gardens,2020-06-24,31.7,14.4
Kew Gardens,2020-06-25,32.6,17.2
Kew Gardens,2020-06-26,31.2,17.2
Kew Gardens,2020-06-27,21.5,14.8
Kew Gardens,2020-06-28,21.0,11.9
Kew Gardens,2020-06-29,20.6,11.2
Kew Gardens,2020-06-30,18.4,12.5
Kew Gardens,2020-07-01,21.5,13.9
Kew Gardens,2020-07-02,21.9,10.8
Kew Gardens,2020-07-03,21.8,11.7
Kew Gardens,2020-07-04,20.6,14.3
Kew Gardens,2020-07-05,22.0,15.1
Kew Gardens,2020-07-06,20.5,11.0
Kew Gardens,2020-07-07,21.0,8.1
Kew Gardens,2020-07-08,20.0,13.4
Kew Gardens,2020-07-09,20.3,15.7
Kew Gardens,2020-07-10,19.7,12.6
Kew Gardens,2020-07-11,21.7,7.4
Kew Gardens,2020-07-12,25.1,7.5
Kew Gardens,2020-07-13,25.8,9.2
Kew Gardens,2020-07-14,21.6,15.1
Kew Gardens,2020-07-15,19.1,12.4
Kew Gardens,2020-07-16,23.8,16.1
Kew Gardens,2020-07-17,28.0,15.9
Kew Gardens,2020-07-18,26.1,13.9
Kew Gardens,2020-07-19,20.9,14.2
Kew Gardens,2020-07-20,22.6,9.5
Kew Gardens,2020-07-21,22.8,9.7
Kew Gardens,2020-07-22,25.5,12.3
Kew Gardens,2020-07-23,26.3,10.8
Kew Gardens,2020-07-24,25.9,16.2
Kew Gardens,2020-07-25,22.9,15.0
Kew Gardens,2020-07-26,23.2,11.6
Kew Gardens,2020-07-27,21.2,15.5
Kew Gardens,2020-07-28,21.2,12.6
Kew Gardens,2020-07-29,24.2,6.8
Kew Gardens,2020-07-30,29.6,10.9
Kew Gardens,2020-07-31,37.3,14.0
Kew Gardens,2020-08-01,26.6,16.2
Kew Gardens,2020-08-02,24.9,11.4
Kew Gardens,2020-08-03,23.3,13.3
Kew Gardens,2020-08-04,24.2,9.6
Kew Gardens,2020-08-05,26.2,15.0
Kew Gardens,2020-08-06,29.9,18.4
Kew Gardens,2020-08-07,36.4,13.2
Kew Gardens,2020-08-08,32.7,18.0
Kew Gardens,2020-08-09,33.5,17.4
Kew Gardens,2020-08-10,35.4,19.6
Kew Gardens,2020-08-11,35.4,19.2
Kew Gardens,2020-08-12,34.9,19.1
Kew Gardens,2020-08-13,28.5,20.0
Kew Gardens,2020-08-14,20.3,17.4
Kew Gardens,2020-08-15,20.1,17.1
Kew Gardens,2020-08-16,24.8,17.8
Kew Gardens,2020-08-17,23.7,14.5
Kew Gardens,2020-08-18,24.5,15.9
Kew Gardens,2020-08-19,19.8,14.1
Kew Gardens,2020-08-20,25.3,15.3
Kew Gardens,2020-08-21,23.5,14.8
Kew Gardens,2020-08-22,23.5,16.0
Kew Gardens,2020-08-23,22.7,14.9
Kew Gardens,2020-08-24,23.7,12.9
Kew Gardens,2020-08-25,21.8,15.5
Kew Gardens,2020-08-26,22.1,15.6
Kew Gardens,2020-08-27,18.1,11.3
Kew Gardens,2020-08-28,20.2,12.7
Kew Gardens,2020-08-29,15.7,11.6
Kew Gardens,2020-08-30,17.5,12.0
Kew Gardens,2020-08-31,17.8,6.6
Kew Gardens,2020-09-01,21.5,5.1
Kew Gardens,2020-09-02,21.1,7.6
Kew Gardens,2020-09-03,22.1,15.4
Kew Gardens,2020-09-04,20.5,11.5
Kew Gardens,2020-09-05,19.7,9.1
Kew Gardens,2020-09-06,19.9,8.3
Kew Gardens,2020-09-07,21.6,8.5
Kew Gardens,2020-09-08,25.5,16.1
Kew Gardens,2020-09-09,22.2,14.2
Kew Gardens,2020-09-10,20.6,8.2
Kew Gardens,2020-09-11,19.7,6.7
Kew Gardens,2020-09-12,22.4,11.3
Kew Gardens,2020-09-13,25.9,11.4
Kew Gardens,2020-09-14,29.5,8.9
Kew Gardens,2020-09-15,29.6,13.5
Kew Gardens,2020-09-16,26.0,17.5
Kew Gardens,2020-09-17,22.0,12.8
Kew Gardens,2020-09-18,21.6,10.8
Kew Gardens,2020-09-19,25.1,13.4
Kew Gardens,2020-09-20,25.6,14.1
Kew Gardens,2020-09-21,25.0,13.8
Kew Gardens,2020-09-22,25.4,10.3
Kew Gardens,2020-09-23,18.7,11.8
Kew Gardens,2020-09-24,17.4,6.6
Kew Gardens,2020-09-25,15.3,5.6
Kew Gardens,2020-09-26,13.4,6.7
Kew Gardens,2020-09-27,13.9,10.7
Kew Gardens,2020-09-28,18.5,8.5
Kew Gardens,2020-09-29,19.4,12.0
Kew Gardens,2020-09-30,17.4,7.6
Kew Gardens,2020-10-01,16.6,9.1
Kew Gardens,2020-10-02,13.4,9.9
Kew Gardens,2020-10-03,15.2,11.7
Kew Gardens,2020-10-04,11.7,8.9
Kew Gardens,2020-10-05,18.2,8.4
Kew Gardens,2020-10-06,17.1,10.7
Kew Gardens,2020-10-07,16.5,8.4
Kew Gardens,2020-10-08,18.8,9.6
Kew Gardens,2020-10-09,15.0,4.5
Kew Gardens,2020-10-10,14.1,2.7
Kew Gardens,2020-10-11,14.5,5.9
Kew Gardens,2020-10-12,13.5,4.7
Kew Gardens,2020-10-13,11.4,5.1
Kew Gardens,2020-10-14,14.7,8.2
Kew Gardens,2020-10-15,13.7,7.8
Kew Gardens,2020-10-16,14.1,4.8
Kew Gardens,2020-10-17,12.7,8.3
Kew Gardens,2020-10-18,13.1,6.5
Kew Gardens,2020-10-19,16.3,6.8
Kew Gardens,2020-10-20,19.0,11.9
Kew Gardens,2020-10-21,15.9,13.1
Kew Gardens,2020-10-22,14.9,10.8
Kew Gardens,2020-10-23,16.3,9.0
Kew Gardens,2020-10-24,16.2,5.2
Kew Gardens,2020-10-25,13.4,6.3
Kew Gardens,2020-10-26,14.2,5.4
Kew Gardens,2020-10-27,14.1,4.1
Kew Gardens,2020-10-28,14.0,7.4
Kew Gardens,2020-10-29,14.9,7.5
Kew Gardens,2020-10-30,16.3,14.4
Kew Gardens,2020-10-31,16.0,9.5
Kew Gardens,2020-11-01,17.1,10.2
Kew Gardens,2020-11-02,17.4,9.4
